Total_Goals,H_Goal_Conversion,A_Goal_Conversion,Expected_Goals_Home,Expected_Goals_Away,H_Shot_Efficiency,A_Shot_Efficiency,H_Attack_Intensity,A_Attack_Intensity,Match_Intensity,H_Avg_Goals_Last5,A_Avg_Goals_Last5,H_Avg_Corners_Last5,A_Avg_Corners_Last5
2,0.3333333333333333,0.0,1.9,2.8,0.4,0.42857142857142855,22,30,52,2.0,1.4,8.2,4.6
3,0.2,0.2857142857142857,2.1,3.0,0.38461538461538464,0.6363636363636364,24,27,51,0.8,2.2,6.6,6.2
4,0.3333333333333333,0.5,2.4,1.9,0.3333333333333333,0.5,30,19,49,1.6,0.6,9.6,3.6
1,0.3333333333333333,0.0,1.4,2.5,0.3,0.5833333333333334,18,23,41,1.2,1.2,6.2,5.2
3,0.2,0.25,4.2,1.5,0.38461538461538464,0.5,48,15,63,1.2,0.6,6.0,5.0
1,0.0,0.25,1.9999999999999998,1.9,0.5,0.4,20,21,41,1.2,0.2,5.2,6.2
1,0.2,0.0,2.1,0.7,0.4166666666666667,0.5,23,7,30,1.6,1.2,6.4,4.6
1,0.1111111111111111,0.0,3.0999999999999996,2.3000000000000003,0.5,0.4666666666666667,31,24,55,2.6,1.8,6.2,4.8
4,0.0,0.6666666666666666,2.5999999999999996,1.9999999999999998,0.4,0.6666666666666666,29,17,46,1.8,0.0,3.4,7.2
2,0.4,0.0,1.8,4.7,0.625,0.6875,16,41,57,1.2,0.0,5.4,5.2
0,0.0,0.0,4.5,2.0,0.8571428571428571,0.6666666666666666,35,18,53,1.2,0.4,5.4,5.0
1,0.1,0.0,3.5,1.2999999999999998,0.7692307692307693,0.6,28,12,40,0.6,0.6,6.6,5.0
3,0.18181818181818182,0.3333333333333333,4.0,1.4,0.5,0.5,40,14,54,1.6,0.4,7.4,3.4
5,0.375,0.4,2.5,2.3,0.5714285714285714,0.35714285714285715,23,27,50,0.6,1.0,7.8,6.8
2,0.0,0.5,2.5,2.1,0.46153846153846156,0.4444444444444444,26,22,48,0.8,1.2,6.6,3.0
4,0.6,0.5,2.1,1.4,0.8333333333333334,0.18181818181818182,17,21,38,1.6,1.2,3.8,6.0
4,0.14285714285714285,0.375,2.8000000000000003,2.8,0.5384615384615384,0.5,27,28,55,1.0,0.2,5.0,3.8
4,0.4,0.0,3.4,0.6000000000000001,0.5882352941176471,0.3333333333333333,31,7,38,1.0,0.0,4.6,6.8
4,0.6666666666666666,0.5,1.5,2.1,0.6,0.3333333333333333,14,25,39,0.8,1.0,6.2,3.8
1,0.16666666666666666,0.0,2.3,4.3999999999999995,0.42857142857142855,0.7058823529411765,25,37,62,1.2,0.6,6.6,5.4
4,0.1,0.5,3.7,2.0999999999999996,0.5882352941176471,0.5,34,21,55,1.0,0.6,5.8,4.0
1,0.0,0.5,0.9,0.7,0.2857142857142857,0.25,12,11,23,1.6,1.6,6.2,4.2
4,0.21052631578947367,0.0,7.1000000000000005,0.9999999999999999,0.59375,0.6,65,9,74,1.4,1.2,7.6,2.2
4,0.2727272727272727,0.14285714285714285,4.0,2.5,0.55,0.4666666666666667,38,26,64,2.2,0.8,5.6,5.6
2,0.14285714285714285,0.3333333333333333,2.8000000000000003,1.2999999999999998,0.5384615384615384,0.375,27,15,42,1.0,1.2,6.6,4.4
3,0.14285714285714285,0.25,2.4000000000000004,3.3,0.6363636363636364,0.5,21,33,54,1.4,1.8,4.6,5.0
1,0.1,0.0,3.8,1.1,0.5882352941176471,0.25,35,15,50,0.6,1.2,10.8,4.4
2,0.25,0.0,3.0,1.9,0.6153846153846154,0.4166666666666667,27,21,48,2.0,0.6,8.6,7.0
3,0.16666666666666666,0.125,3.8999999999999995,3.5,0.8,0.5333333333333333,30,34,64,0.8,1.6,4.4,5.6
1,0.3333333333333333,0.0,1.2,0.5,0.3333333333333333,0.3333333333333333,15,6,21,2.4,1.8,4.4,4.0
3,0.2222222222222222,0.2,3.1999999999999997,2.3,0.6,0.35714285714285715,29,27,56,1.6,0.2,5.2,5.2
6,0.5555555555555556,0.3333333333333333,3.1999999999999997,1.7999999999999998,0.6923076923076923,0.25,27,24,51,2.0,0.8,6.4,4.8
0,0.0,0.0,1.7,0.8,0.625,0.16666666666666666,15,12,27,1.0,1.0,6.6,7.0
3,0.3333333333333333,1.0,2.0,1.2000000000000002,0.23076923076923078,1.0,27,10,37,1.6,1.0,7.0,2.8
2,0.2,0.08333333333333333,2.1,4.3,0.35714285714285715,0.6666666666666666,25,37,62,1.6,0.8,3.4,7.0
2,0.14285714285714285,0.25,2.5,1.7,0.35,0.36363636363636365,31,20,51,1.8,1.6,6.2,5.8
4,0.2,0.4,4.0,1.9,0.625,0.7142857142857143,36,16,52,1.4,1.0,6.8,4.8
1,0.125,0.0,3.1,0.5,0.5333333333333333,0.16666666666666666,30,9,39,1.8,0.8,6.8,3.4
1,0.0,0.3333333333333333,2.5,1.6,0.4666666666666667,0.3333333333333333,26,19,45,1.6,1.4,4.2,5.4
0,0.0,0.0,1.9,2.3,0.45454545454545453,0.46153846153846156,20,24,44,1.8,0.2,6.8,4.6
4,0.25,0.4,3.1,1.9,0.5714285714285714,0.7142857142857143,29,16,45,2.2,0.4,8.0,4.8
1,0.0,0.3333333333333333,3.5,1.0999999999999999,0.6,0.42857142857142855,32,12,44,1.2,1.0,4.0,5.6
4,0.5,0.18181818181818182,1.8,4.3,0.3076923076923077,0.7857142857142857,23,35,58,1.4,1.0,4.4,8.2
3,0.0,0.3,0.8,3.8,0.2857142857142857,0.45454545454545453,11,40,51,0.8,0.8,5.8,7.0
3,0.5,0.0,2.4,0.9,0.6666666666666666,0.16666666666666666,21,17,38,3.4,0.8,5.0,4.0
1,0.25,0.0,1.3,1.7999999999999998,0.3076923076923077,0.3,18,22,40,1.4,1.2,6.2,2.8
5,0.3076923076923077,0.2,4.5,2.0,0.6842105263157895,0.4166666666666667,38,22,60,0.8,0.6,4.8,3.4
1,0.16666666666666666,0.0,2.5,0.9,0.5454545454545454,0.2222222222222222,24,14,38,2.2,1.4,8.0,4.0
2,0.6666666666666666,0.0,1.2,2.8000000000000003,0.3,0.6363636363636364,16,25,41,1.2,0.6,4.4,4.4
3,0.3333333333333333,0.125,2.1999999999999997,3.2,0.5454545454545454,0.7272727272727273,21,27,48,1.0,0.2,6.2,6.0
3,0.6,0.0,2.0,1.6,0.5,0.3333333333333333,20,21,41,2.0,1.2,5.8,7.2
1,0.0,0.125,2.0,3.0,0.4444444444444444,0.6666666666666666,21,26,47,1.4,0.4,5.4,6.4
3,0.2,0.2857142857142857,2.4,2.4000000000000004,0.5,0.7,24,20,44,1.2,0.6,6.8,4.6
3,0.0,1.0,2.0,0.9999999999999999,0.45454545454545453,0.6,21,9,30,2.2,1.6,6.2,4.4
3,0.16666666666666666,0.3333333333333333,4.5,1.0999999999999999,0.46153846153846156,0.42857142857142855,47,12,59,1.8,0.6,5.8,4.2
5,0.7142857142857143,0.0,2.8000000000000003,1.7,0.4375,0.625,30,15,45,2.0,0.6,6.6,5.0
1,0.0,0.14285714285714285,2.4,2.3000000000000003,0.42857142857142855,0.6363636363636364,26,20,46,1.4,0.4,4.6,3.4
5,2.0,0.3333333333333333,0.8,3.3,0.3333333333333333,0.5,9,33,42,1.2,1.2,5.2,5.8
3,0.25,0.2857142857142857,1.8,2.4000000000000004,0.4,0.6363636363636364,20,21,41,0.8,0.6,6.4,3.6
1,0.25,0.0,1.3,4.4,0.4,0.5789473684210527,15,41,56,0.8,2.4,7.0,6.8
3,0.3333333333333333,0.1,2.3,3.6,0.5454545454545454,0.625,22,32,54,1.0,0.6,4.4,3.6
1,0.2,0.0,1.8,2.6,0.625,0.4166666666666667,16,28,44,1.2,1.2,6.4,8.6
8,0.5,0.2857142857142857,4.3,2.7,0.6666666666666666,0.6363636363636364,37,24,61,2.0,0.8,7.8,3.8
3,0.0,0.3,1.5,3.8,0.2727272727272727,0.7142857142857143,20,32,52,1.0,1.8,5.2,8.0
0,0.0,0.0,3.3,2.1999999999999997,0.7272727272727273,0.46153846153846156,28,23,51,1.8,1.4,4.6,3.2
0,0.0,0.0,2.3000000000000003,1.9,0.6363636363636364,0.3076923076923077,20,24,44,1.0,0.0,4.8,6.6
1,0.0,0.14285714285714285,2.0999999999999996,2.5,0.4,0.4375,24,27,51,2.0,0.8,8.0,4.0
0,0.0,0.0,2.8000000000000003,2.7,0.5833333333333334,0.6666666666666666,26,23,49,1.4,1.0,6.0,4.4
0,0.0,0.0,2.9000000000000004,0.4,0.5384615384615384,0.14285714285714285,28,9,37,1.4,0.8,4.0,3.2
2,0.2,0.0,3.7,1.8,0.6666666666666666,0.5714285714285714,32,17,49,2.0,0.4,8.8,6.8
4,0.3333333333333333,0.14285714285714285,3.3,3.0,0.75,0.4375,27,32,59,0.8,0.6,6.6,4.2
2,0.0,0.6666666666666666,1.7,1.0999999999999999,0.6,0.3333333333333333,16,14,30,1.0,0.8,7.0,5.4
2,0.2222222222222222,0.0,3.8,2.1999999999999997,0.5625,0.75,36,18,54,0.8,0.8,6.0,5.4
4,0.3333333333333333,0.16666666666666666,3.1999999999999997,2.3,0.75,0.35294117647058826,26,28,54,1.2,0.8,6.4,3.8
4,0.3333333333333333,0.3333333333333333,2.5,2.4,0.46153846153846156,0.5454545454545454,26,23,49,0.8,0.6,10.0,6.6
4,0.5,0.16666666666666666,2.4,2.0999999999999996,0.46153846153846156,0.5454545454545454,25,20,45,2.0,0.6,9.0,3.0
1,0.1111111111111111,0.0,3.5,2.0,0.6428571428571429,0.45454545454545453,31,21,52,2.2,1.0,6.6,3.6
1,0.16666666666666666,0.0,2.0999999999999996,1.5,0.5454545454545454,0.42857142857142855,20,16,36,1.2,0.6,6.0,5.4
2,0.0,0.2857142857142857,3.3000000000000003,2.5,0.6363636363636364,0.7,30,21,51,1.4,0.4,7.0,5.2
6,0.5,1.0,2.4,1.2,0.5454545454545454,0.375,23,14,37,1.6,1.8,5.6,6.8
4,0.0,0.6666666666666666,0.7,1.9,0.25,0.5454545454545454,11,18,29,1.0,2.0,4.4,3.8
5,0.3333333333333333,0.6,2.0999999999999996,2.1,0.42857142857142855,0.625,23,19,42,0.6,1.6,5.2,6.0
4,0.25,0.4,3.0,2.1,0.4,0.7142857142857143,34,18,52,1.6,0.6,8.6,4.0
1,0.14285714285714285,0.0,2.9000000000000004,4.0,0.4117647058823529,0.5555555555555556,32,38,70,1.4,0.6,4.4,6.6
3,0.3333333333333333,0.3333333333333333,2.4,0.8999999999999999,0.375,0.375,28,11,39,2.2,1.4,3.8,3.8
1,0.25,0.0,1.5,4.1,0.5,0.6666666666666666,15,35,50,0.8,1.4,5.4,6.6
3,0.2857142857142857,0.2,2.6,1.7,0.7,0.5,22,17,39,1.4,0.8,5.2,3.2
4,0.3333333333333333,0.25,2.1999999999999997,3.0,0.6666666666666666,0.6666666666666666,19,26,45,1.0,0.8,5.8,5.0
4,0.4,2.0,2.1,1.0,0.3125,0.16666666666666666,27,14,41,1.8,0.8,6.8,7.0
5,0.5,0.1111111111111111,2.9,3.8,0.7272727272727273,0.6428571428571429,24,34,58,3.2,0.4,5.4,6.2
3,0.16666666666666666,0.2,2.5,3.6,0.4,0.7142857142857143,28,30,58,1.0,0.8,6.6,4.8
2,0.0,0.25,2.6,3.4,0.6666666666666666,0.6666666666666666,22,30,52,1.6,0.6,4.2,5.8
0,0.0,0.0,2.4000000000000004,0.8,0.4,0.2857142857142857,26,11,37,1.4,0.6,4.6,4.0
3,0.2,0.5,1.9,1.8,0.45454545454545453,0.25,20,26,46,1.6,1.0,5.4,3.4
4,0.375,0.3333333333333333,3.2,0.9999999999999999,0.47058823529411764,0.5,33,10,43,2.4,1.2,5.4,4.4
0,0.0,0.0,3.3,3.0,0.5555555555555556,0.5384615384615384,31,29,60,1.4,0.2,4.2,4.8
1,0.0,0.125,4.7,2.9,0.6842105263157895,0.7272727272727273,40,24,64,1.4,0.8,6.8,5.6
2,0.09090909090909091,0.2,4.1,2.2,0.6470588235294118,0.5,36,22,58,2.0,1.0,6.4,4.0
3,0.25,0.3333333333333333,2.2,2.3,0.4,0.5454545454545454,24,22,46,2.2,2.2,4.4,6.0
2,0.16666666666666666,0.0,4.5,1.2000000000000002,0.6,0.5,41,12,53,1.6,1.2,5.2,3.2
3,0.2,0.14285714285714285,3.4,2.5,0.8333333333333334,0.7777777777777778,26,20,46,2.6,1.2,6.2,4.6
3,0.3333333333333333,0.25,1.6,2.9,0.5,0.5,16,29,45,1.0,0.8,5.6,6.4
6,0.4,0.4,3.1,2.2,0.7692307692307693,0.5,24,22,46,2.4,0.8,7.0,7.0
3,0.14285714285714285,0.3333333333333333,2.7,2.1999999999999997,0.5,0.5,27,22,49,1.0,0.6,5.2,3.6
4,0.2857142857142857,0.2222222222222222,2.5,3.5999999999999996,0.5833333333333334,0.6,23,33,56,0.6,0.6,5.4,2.0
4,0.5,0.3333333333333333,1.8,1.9,0.6666666666666666,0.6,16,17,33,2.2,0.6,4.4,7.2
3,0.0,0.375,2.8000000000000003,2.7,0.4666666666666667,0.7272727272727273,29,22,51,1.6,2.2,5.0,5.6
3,0.2857142857142857,0.2,2.7,1.8,0.5,0.625,27,16,43,1.0,0.6,4.6,4.2
5,0.42857142857142855,0.2857142857142857,2.9000000000000004,2.8000000000000003,0.5833333333333334,0.5,27,28,55,1.8,0.8,4.8,3.4
0,0.0,0.0,1.6,0.7,0.3333333333333333,0.5,20,7,27,1.0,0.8,5.8,4.4
3,0.25,0.5,3.1,1.0,0.5714285714285714,0.3333333333333333,29,12,41,1.0,1.2,4.4,4.6
4,0.5,0.3333333333333333,1.7,2.3,0.26666666666666666,0.5454545454545454,24,22,46,1.8,0.8,6.2,3.6
3,0.25,0.16666666666666666,3.3,2.5,0.6666666666666666,0.5454545454545454,29,24,53,3.6,1.0,5.2,6.4
2,0.2,0.1111111111111111,2.9000000000000004,3.0999999999999996,0.5555555555555556,0.6923076923076923,28,26,54,1.2,0.2,7.4,5.0
1,0.1,0.0,3.5,2.5,0.8333333333333334,0.7,27,21,48,1.2,1.0,3.6,5.4
3,0.3333333333333333,0.0,3.4,2.1,0.5625,0.42857142857142855,32,22,54,1.0,1.0,6.2,2.8
2,0.2857142857142857,0.0,2.6,2.6,0.6363636363636364,0.4,23,28,51,1.8,0.2,5.6,7.8
5,0.25,0.6666666666666666,4.8999999999999995,1.2999999999999998,0.42857142857142855,0.42857142857142855,53,14,67,2.6,1.0,6.0,5.8
1,0.2,0.0,2.5,1.7,0.3125,0.625,31,15,46,1.2,1.0,3.0,3.4
1,0.2,0.0,2.0,2.1,0.45454545454545453,0.4444444444444444,21,22,43,1.4,1.2,6.8,6.8
2,0.2222222222222222,0.0,3.5,0.2,0.6428571428571429,0.0,31,4,35,1.8,1.2,7.0,4.2
4,0.42857142857142855,0.3333333333333333,2.7,1.7,0.7,0.375,23,19,42,1.4,1.0,5.4,3.8
1,0.0,1.0,3.3,0.6000000000000001,0.5625,0.14285714285714285,31,11,42,1.8,0.8,5.4,7.2
1,0.0,0.2,1.0999999999999999,1.8,0.3333333333333333,0.5,14,18,32,2.8,1.4,5.2,6.6
2,0.4,0.0,1.9,1.0,0.5555555555555556,0.25,18,14,32,2.6,1.0,6.2,5.4
1,0.0,0.2,2.4,1.7,0.5,0.7142857142857143,24,14,38,0.8,1.0,5.4,5.6
4,0.75,0.25,1.9,2.0,0.3333333333333333,0.3333333333333333,23,24,47,1.4,1.0,5.6,4.6
0,0.0,0.0,1.8,2.2,0.25,0.38461538461538464,26,25,51,1.0,0.4,4.2,6.2
1,0.1,0.0,3.9,1.5,0.5882352941176471,0.4,36,17,53,1.0,2.6,6.8,2.8
3,0.5,0.125,1.7,2.9,0.3076923076923077,0.6153846153846154,22,26,48,1.0,0.6,6.6,5.4
2,0.0,0.14285714285714285,1.1,5.2,0.25,0.5384615384615384,15,50,65,1.0,1.0,5.2,9.2
3,0.3333333333333333,0.0,3.5,0.8,0.47368421052631576,0.0,36,9,45,1.8,1.0,8.6,4.2
0,0.0,0.0,3.1,2.0999999999999996,0.5,0.4,31,24,55,1.4,0.4,5.6,3.0
3,0.2857142857142857,0.2,2.5,2.1,0.6363636363636364,0.3333333333333333,22,26,48,0.8,0.6,6.8,5.4
4,0.42857142857142855,0.3333333333333333,2.8000000000000003,1.2,0.5384615384615384,0.5,27,12,39,1.0,0.8,6.6,3.0
4,0.25,0.25,2.5,3.4,1.0,0.4,17,38,55,1.8,1.6,5.4,9.2
2,0.06666666666666667,0.2,6.0,1.9,0.6818181818181818,0.5555555555555556,52,18,70,1.0,2.4,9.0,6.0
2,0.1111111111111111,0.14285714285714285,3.6999999999999997,2.7,0.6,0.7777777777777778,34,22,56,2.0,1.0,9.2,3.4
3,0.125,0.2857142857142857,3.4,2.2,0.4444444444444444,0.4666666666666667,36,23,59,1.6,1.0,6.4,3.4
1,0.1111111111111111,0.0,3.0999999999999996,1.0,0.6923076923076923,0.2857142857142857,26,13,39,1.2,0.8,5.8,3.8
6,0.6666666666666666,0.0,3.0,1.2,0.5,0.3333333333333333,30,15,45,1.4,0.0,7.4,6.2
3,0.16666666666666666,0.4,2.4,1.7,0.4,0.5,27,17,44,1.6,0.4,5.6,4.4
4,0.375,0.09090909090909091,2.7,4.0,0.8888888888888888,0.6470588235294118,20,35,55,0.6,1.0,4.0,6.4
3,0.0,0.6,2.0,2.0,0.35714285714285715,0.625,24,18,42,0.4,1.0,5.4,4.8
2,0.2,0.0,3.8,1.5,0.6666666666666666,0.5,33,15,48,1.6,0.4,8.4,5.2
4,0.4,0.0,3.8,0.8,0.625,0.5,34,8,42,3.0,0.8,6.0,5.6
0,0.0,0.0,1.1,4.3999999999999995,0.5,0.5454545454545454,11,42,53,0.8,1.8,5.6,5.8
5,0.3333333333333333,0.3333333333333333,3.5999999999999996,2.0999999999999996,0.6,0.6,33,19,52,3.0,1.0,4.6,6.8
1,0.0,0.16666666666666666,0.7,2.4,0.125,0.5,13,24,37,1.0,1.0,5.6,6.4
2,0.0,0.5,2.9000000000000004,1.4,0.5384615384615384,0.6666666666666666,28,12,40,1.4,1.0,4.6,6.4
0,0.0,0.0,1.7,0.2,0.5,0.0,17,9,26,2.4,1.2,5.4,3.6
1,0.0,0.5,2.5,1.0,0.4666666666666667,0.4,26,11,37,0.8,0.2,6.0,4.8
4,0.1111111111111111,0.3333333333333333,3.1999999999999997,3.0,0.5625,0.75,30,24,54,1.2,0.8,4.8,4.0
4,0.6666666666666666,0.0,2.5,0.6000000000000001,0.5,0.5,25,6,31,1.4,1.2,5.4,3.8
2,1.0,0.1111111111111111,0.5,3.0999999999999996,0.125,0.6428571428571429,11,27,38,3.4,1.0,6.2,4.2
6,0.5,0.5714285714285714,2.2,2.2,0.36363636363636365,0.5384615384615384,25,21,46,1.2,0.4,8.6,4.8
1,0.25,0.0,2.6,0.7,0.4,0.1111111111111111,28,14,42,1.0,2.4,3.8,5.4
3,0.2857142857142857,0.16666666666666666,3.1,1.7999999999999998,0.3888888888888889,0.6,35,16,51,1.8,0.4,6.0,3.0
4,0.17647058823529413,0.2,5.8999999999999995,1.9,0.6296296296296297,0.7142857142857143,52,16,68,2.6,1.2,6.8,5.0
4,0.25,0.75,1.9,1.9,0.36363636363636365,0.3076923076923077,22,24,46,1.2,0.6,4.4,5.0
2,0.3333333333333333,0.16666666666666666,1.0999999999999999,2.8,0.5,0.46153846153846156,11,29,40,1.2,1.2,7.0,3.8
0,0.0,0.0,3.0,1.5,0.35,0.42857142857142855,36,16,52,2.2,0.2,7.2,9.4
2,0.25,0.5,1.8,1.4,0.5,0.2857142857142857,18,17,35,1.8,1.2,5.8,7.0
1,0.2,0.0,2.0,1.2999999999999998,0.5555555555555556,0.3333333333333333,19,16,35,1.6,1.0,6.2,5.0
3,0.0,0.23076923076923078,1.5,5.1,0.5,0.5909090909090909,15,47,62,0.6,1.6,6.4,6.0
6,0.42857142857142855,0.5,2.9000000000000004,2.3,0.7,0.6666666666666666,25,20,45,0.6,1.0,5.0,3.6
2,0.14285714285714285,0.3333333333333333,2.9000000000000004,1.4,0.5,0.42857142857142855,29,15,44,1.6,1.4,6.4,5.4
5,0.11764705882352941,0.42857142857142855,5.6,2.4000000000000004,0.68,0.5833333333333334,47,22,69,2.4,1.0,4.2,4.2
2,0.3333333333333333,0.0,2.5,2.4,0.35294117647058826,0.5454545454545454,30,23,53,0.4,0.4,5.8,6.8
2,0.16666666666666666,0.2,2.5999999999999996,2.0,0.5454545454545454,0.45454545454545453,25,21,46,2.0,0.8,5.8,4.0
2,0.3333333333333333,0.25,1.4,1.8,0.3333333333333333,0.4444444444444444,17,19,36,0.8,1.0,4.6,4.2
5,0.42857142857142855,0.3333333333333333,2.7,2.3,0.4375,0.6666666666666666,29,20,49,1.2,0.8,7.2,3.0
5,0.5,0.6,1.7,2.4,0.5714285714285714,0.45454545454545453,16,25,41,0.8,1.0,7.0,6.0
2,0.25,0.0,2.7,1.6,0.47058823529411764,0.2727272727272727,28,21,49,2.0,1.6,8.4,5.4
2,0.0,0.3333333333333333,2.4000000000000004,2.1999999999999997,0.6363636363636364,0.5,21,22,43,1.0,0.4,5.0,5.6
3,0.0,0.6,3.3,1.8,0.6923076923076923,0.4166666666666667,28,20,48,1.2,1.4,6.4,4.2
6,1.0,0.2,1.6,2.3,0.5,0.45454545454545453,16,24,40,1.4,0.6,6.6,4.8
4,0.2857142857142857,0.2857142857142857,3.1,2.3000000000000003,0.5,0.5833333333333334,31,21,52,2.2,0.0,4.2,6.6
1,0.0,0.2,1.9,2.2,0.3333333333333333,0.625,22,20,42,2.0,0.4,7.4,5.4
5,0.23076923076923078,0.5,5.1,1.4,0.7647058823529411,0.8,42,11,53,1.2,0.8,7.0,4.0
2,0.0,0.25,0.5,3.4,0.2,0.5,8,34,42,0.6,2.4,5.0,5.8
4,0.3,1.0,3.7,0.5,0.5882352941176471,0.25,34,7,41,2.0,0.8,6.6,3.6
6,0.6666666666666666,1.0,1.4,2.1,0.375,0.6666666666666666,16,19,35,1.4,1.4,5.4,9.8
1,0.0,0.09090909090909091,2.5,3.5999999999999996,0.4666666666666667,0.6470588235294118,26,31,57,1.2,1.0,2.6,2.8
3,0.14285714285714285,0.5,3.0,1.4,0.5,0.5,30,14,44,1.4,0.2,8.2,3.0
3,0.18181818181818182,0.16666666666666666,4.1,2.4,0.6111111111111112,0.6,37,22,59,3.2,1.8,7.2,10.4
2,0.0,0.4,2.4,2.1,0.46153846153846156,0.625,25,19,44,0.4,0.8,5.2,4.6
5,0.3333333333333333,0.3333333333333333,3.3,2.3,0.6923076923076923,0.8571428571428571,28,18,46,1.2,0.8,10.6,5.6
1,0.0,0.125,4.4,2.7,0.8333333333333334,0.6153846153846154,36,24,60,1.2,1.0,6.2,4.2
3,0.2857142857142857,0.3333333333333333,3.0,1.5,0.4666666666666667,0.2,31,24,55,0.6,2.0,5.6,4.2
5,0.42857142857142855,0.6666666666666666,2.7,1.5,0.5833333333333334,0.42857142857142855,25,16,41,0.8,1.2,6.4,4.2
2,0.5,0.0,1.9,2.5999999999999996,0.6666666666666666,0.5454545454545454,17,25,42,0.8,0.4,5.8,1.8
4,0.2,0.42857142857142855,2.7,2.4000000000000004,0.3333333333333333,0.7777777777777778,32,19,51,2.2,0.4,5.2,5.0
1,0.14285714285714285,0.0,3.0,2.4,0.5,0.5555555555555556,30,23,53,3.0,1.0,6.0,6.8
1,0.16666666666666666,0.0,2.4,1.6,0.6666666666666666,0.5,21,16,37,1.0,1.2,8.8,6.2
1,0.5,0.0,1.0,2.4000000000000004,0.2222222222222222,0.7777777777777778,15,19,34,1.0,0.2,5.4,8.8
3,0.14285714285714285,0.2857142857142857,2.6,2.5,0.5,0.6363636363636364,26,22,48,2.2,0.8,6.4,4.6
1,0.0,0.5,4.3,0.8,0.5714285714285714,0.2222222222222222,40,13,53,1.2,1.2,5.4,7.6
0,0.0,0.0,2.2,1.4,0.26666666666666666,1.0,29,11,40,1.6,1.2,7.6,3.8
5,0.25,0.14285714285714285,3.9999999999999996,4.5,0.631578947368421,0.6666666666666666,35,38,73,2.2,1.0,7.2,3.8
2,0.25,0.0,2.9,0.4,0.5,0.0,29,11,40,1.2,1.4,7.4,4.6
0,0.0,0.0,0.9,1.1,0.0,0.6666666666666666,13,10,23,1.8,1.0,5.6,4.8
0,0.0,0.0,5.3,1.4,0.7647058823529411,0.6666666666666666,44,12,56,1.2,1.2,6.2,4.6
3,0.16666666666666666,0.2222222222222222,2.1999999999999997,3.5999999999999996,0.46153846153846156,0.6,23,33,56,1.0,2.2,5.6,6.0
2,0.14285714285714285,0.5,3.1,0.6,0.5833333333333334,0.5,29,6,35,1.8,0.6,5.0,5.0
3,0.2,0.0,4.8,2.1,0.8333333333333334,0.6666666666666666,36,19,55,2.0,2.2,5.8,4.6
4,0.4,0.0,3.7,0.5,0.47619047619047616,0.5,38,5,43,3.0,0.2,7.8,7.0
4,0.75,0.1111111111111111,1.5,3.4,0.5,0.6428571428571429,15,30,45,2.4,1.4,4.2,4.6
3,0.4,0.3333333333333333,2.1,1.0999999999999999,0.38461538461538464,0.6,24,10,34,1.8,2.2,7.2,4.6
3,2.0,0.14285714285714285,0.5,2.9000000000000004,0.125,0.7,11,25,36,3.0,1.0,5.0,4.8
2,0.25,0.0,3.0,3.0999999999999996,0.6153846153846154,0.6923076923076923,27,26,53,1.4,0.8,4.8,5.0
1,0.16666666666666666,0.0,2.6999999999999997,1.2000000000000002,0.35294117647058826,0.2857142857142857,32,15,47,0.6,0.4,5.4,5.8
3,0.3333333333333333,0.2,2.5,2.1,0.5454545454545454,0.45454545454545453,24,22,46,1.2,1.0,5.4,2.2
1,0.0,0.125,2.1,2.9,0.625,0.47058823529411764,19,30,49,1.2,1.4,4.6,6.4
2,0.2,0.16666666666666666,1.8,2.4,0.45454545454545453,0.375,19,28,47,2.2,2.4,6.2,2.6
2,0.25,0.0,3.1,1.2999999999999998,0.6666666666666666,0.5,27,13,40,1.8,0.8,6.0,5.6
3,0.2222222222222222,0.25,3.5,1.8,0.6,0.5,32,18,50,1.0,1.4,4.8,4.6
1,0.0,0.1,1.2999999999999998,3.5,0.3333333333333333,0.47619047619047616,16,36,52,2.0,1.6,6.0,6.8
2,0.1,0.5,3.6,1.0,0.5882352941176471,0.2222222222222222,33,15,48,0.6,1.2,5.4,5.4
0,0.0,0.0,3.6,1.6,0.4,0.6666666666666666,41,14,55,2.2,1.0,7.4,4.4
2,0.0,0.6666666666666666,2.6,1.5,0.4375,0.42857142857142855,28,16,44,0.6,1.4,6.6,5.8
2,1.0,0.25,0.6000000000000001,1.8,0.3333333333333333,0.36363636363636365,7,21,28,2.4,1.2,6.4,5.6
3,0.5,1.0,2.1,0.9000000000000001,0.5,0.16666666666666666,21,13,34,0.6,0.8,6.0,4.6
4,0.5,0.3333333333333333,2.5,1.5,0.6,0.42857142857142855,23,16,39,0.6,0.0,4.6,8.2
4,0.2,0.75,2.9000000000000004,1.9,0.3333333333333333,0.5714285714285714,34,18,52,1.8,1.0,5.4,6.6
1,0.0,0.25,2.9000000000000004,1.9,0.3333333333333333,0.5714285714285714,34,18,52,1.4,0.8,8.0,2.2
2,0.14285714285714285,0.14285714285714285,2.4000000000000004,2.5,0.6363636363636364,0.5384615384615384,21,24,45,1.2,1.0,6.8,5.0
2,0.16666666666666666,0.0,3.9999999999999996,1.5,0.6666666666666666,0.5714285714285714,34,14,48,1.0,1.0,7.8,5.2
1,0.0,0.25,1.4,1.6,0.42857142857142855,0.5714285714285714,15,15,30,0.6,0.8,5.4,4.8
1,0.125,0.0,3.0,1.8,0.5333333333333333,0.8,29,15,44,0.4,1.4,4.8,5.2
