Total_Goals,H_Goal_Conversion,A_Goal_Conversion,Expected_Goals_Home,Expected_Goals_Away,H_Shot_Efficiency,A_Shot_Efficiency,H_Attack_Intensity,A_Attack_Intensity,Match_Intensity,H_Avg_Goals_Last5,A_Avg_Goals_Last5,H_Avg_Corners_Last5,A_Avg_Corners_Last5
3,0.25,0.2,3.3,2.0,0.34782608695652173,0.5,40,20,60,1.2,1.6,3.6,3.8
1,0.25,0.0,1.9,1.7,0.36363636363636365,0.1875,22,27,49,1.6,0.6,4.8,4.2
5,0.375,0.6666666666666666,2.8,1.2,0.4,0.23076923076923078,32,19,51,2.0,1.4,9.8,5.4
0,0.0,0.0,1.0,0.9,0.2,0.15384615384615385,16,18,34,1.0,1.2,5.6,6.8
3,0.5,0.3333333333333333,1.7000000000000002,1.9,0.125,0.3333333333333333,29,25,54,1.4,1.2,6.8,4.2
9,0.0,0.6,1.0999999999999999,5.2,0.5,0.6,11,47,58,1.0,0.8,3.6,4.8
3,0.3333333333333333,0.25,3.0999999999999996,1.7,0.3,0.4444444444444444,39,18,57,1.4,1.8,6.0,4.4
5,0.75,0.3333333333333333,1.2,2.3,0.5,0.6,12,21,33,1.2,0.6,5.0,5.6
6,0.4,0.5714285714285714,2.0,2.7,0.38461538461538464,0.4375,23,29,52,1.4,2.4,5.2,5.4
3,0.5,0.5,1.5,1.1,0.36363636363636365,0.14285714285714285,18,21,39,0.8,0.6,5.4,5.4
2,0.5,0.0,1.9,0.9999999999999999,0.2857142857142857,0.3,25,14,39,1.6,1.0,6.6,3.6
3,0.3333333333333333,0.0,4.0,2.2,0.36,0.45454545454545453,47,23,70,3.0,1.8,9.2,3.0
0,0.0,0.0,0.8,0.5,0.07142857142857142,0.14285714285714285,20,10,30,0.8,1.6,4.8,4.8
2,0.5,0.0,1.8,0.5,0.5,0.25,18,7,25,1.4,0.8,6.6,3.2
5,0.375,2.0,3.0,0.8,0.6666666666666666,0.125,26,14,40,2.6,1.4,5.2,4.8
0,0.0,0.0,1.7,1.2999999999999998,0.36363636363636365,0.3333333333333333,20,16,36,1.0,1.4,2.8,7.0
0,0.0,0.0,1.4,2.5,0.42857142857142855,0.3333333333333333,15,30,45,0.8,1.8,6.8,4.8
4,0.4,0.4,1.9,1.9,0.38461538461538464,0.38461538461538464,22,22,44,2.8,1.4,7.2,4.4
2,0.25,0.25,2.2,1.6,0.3333333333333333,0.4,26,18,44,1.6,1.4,3.2,4.8
4,0.3333333333333333,0.5,3.0,1.7,0.4,0.4,33,19,52,1.8,1.4,12.0,3.0
4,0.5,0.2857142857142857,1.7,3.1,0.4444444444444444,0.3684210526315789,18,36,54,1.4,0.6,4.6,4.8
3,0.15384615384615385,0.25,4.7,1.5,0.6190476190476191,0.36363636363636365,42,18,60,2.8,1.0,7.0,4.0
2,0.5,0.2,0.9,2.1,0.15384615384615385,0.38461538461538464,18,24,42,0.8,1.0,4.4,3.8
4,0.3333333333333333,0.2727272727272727,0.9999999999999999,4.3,0.3,0.5238095238095238,14,42,56,2.2,0.6,6.4,5.8
1,0.2,0.0,2.4,1.2,0.2631578947368421,0.375,33,14,47,1.0,1.4,5.2,5.6
4,0.16666666666666666,0.3333333333333333,2.0999999999999996,3.3,0.75,0.75,17,27,44,2.4,1.2,3.2,7.8
4,0.3333333333333333,0.6666666666666666,2.8,1.5,0.25,0.3333333333333333,40,18,58,1.0,1.8,6.2,5.6
2,0.25,0.125,2.0,3.3,0.4,0.32,22,42,64,2.0,1.2,11.2,4.8
3,0.5,0.3333333333333333,0.8,2.8,0.4,0.24,9,41,50,1.4,1.8,5.2,4.6
3,0.3333333333333333,0.2,2.1999999999999997,2.8,0.4,0.29411764705882354,25,35,60,1.2,1.6,7.0,4.6
1,0.16666666666666666,0.0,2.1999999999999997,2.2,0.5,0.26666666666666666,22,29,51,1.4,1.0,5.2,6.4
1,0.0,0.5,0.9999999999999999,1.0,0.3,0.5,14,10,24,1.6,1.4,7.2,4.0
2,0.4,0.0,2.3,0.30000000000000004,0.23809523809523808,0.0,34,10,44,1.6,0.2,4.6,3.8
6,0.6666666666666666,0.3333333333333333,2.5999999999999996,2.8,0.5,0.24,26,41,67,1.6,0.6,4.4,4.4
2,0.2,0.0,3.6,0.5,0.43478260869565216,0.1,39,13,52,1.6,0.6,4.4,5.2
3,0.0,0.6,1.2,1.6,0.125,0.5,18,16,34,1.8,1.4,9.0,3.6
2,0.3333333333333333,0.0,2.4,0.5,0.3333333333333333,0.16666666666666666,30,9,39,0.8,1.4,7.6,5.6
3,0.3333333333333333,0.5,1.7,1.9,0.3333333333333333,0.3333333333333333,20,23,43,1.4,1.4,5.6,3.6
3,0.5,0.3333333333333333,2.9000000000000004,0.8999999999999999,0.15384615384615385,1.0,47,6,53,3.4,1.0,9.6,5.4
3,0.3333333333333333,0.5,2.0999999999999996,1.2000000000000002,0.5,0.14285714285714285,21,22,43,1.2,1.0,5.2,5.4
3,0.5,0.0,2.5,0.6000000000000001,0.46153846153846156,0.0,26,12,38,0.6,1.2,8.0,4.6
3,0.3333333333333333,0.2,0.9999999999999999,3.6,0.25,0.625,16,32,48,0.6,3.2,6.4,5.6
5,0.3333333333333333,0.3333333333333333,2.5,3.0,0.375,0.75,29,24,53,1.2,0.6,4.8,2.4
3,0.5,1.0,1.7000000000000002,0.8,0.14285714285714285,0.3333333333333333,27,10,37,0.8,1.4,6.0,4.4
1,0.0,0.2,0.6000000000000001,2.4,0.125,0.3125,12,30,42,1.2,1.0,3.2,3.6
2,0.0,0.4,1.4,2.1,0.25,0.35714285714285715,20,25,45,0.8,2.6,6.2,6.2
2,0.3333333333333333,0.5,1.4,0.8,0.42857142857142855,0.5,15,8,23,1.4,1.2,7.8,3.4
2,0.0,0.6666666666666666,1.2999999999999998,1.2,0.375,0.3333333333333333,15,15,30,1.0,1.0,6.4,5.6
2,0.0,1.0,2.5,1.0,0.29411764705882354,0.16666666666666666,32,18,50,2.0,0.4,4.4,4.8
6,0.5,0.4444444444444444,1.7,3.4,0.3333333333333333,0.8181818181818182,21,27,48,1.2,0.6,6.6,2.8
1,0.0,0.3333333333333333,1.7,1.6,0.25,0.3,25,20,45,1.4,1.2,7.8,4.2
3,0.25,0.0,4.699999999999999,1.6,0.8571428571428571,0.5714285714285714,37,15,52,1.6,1.2,5.4,5.0
2,0.4,0.0,2.2,0.3,0.21739130434782608,0.3333333333333333,35,4,39,1.4,1.2,5.8,3.0
1,0.0,0.5,1.0999999999999999,1.0,0.3,0.2222222222222222,15,15,30,1.8,1.2,6.2,5.0
3,0.5,1.0,1.6,0.8,0.26666666666666666,0.25,23,10,33,1.0,1.6,7.2,4.2
2,0.2857142857142857,0.0,2.6,0.7,0.3684210526315789,0.125,31,13,44,2.4,1.0,8.4,5.4
3,0.4,0.2,2.3,1.8,0.625,0.8333333333333334,21,14,35,1.6,1.4,6.6,4.8
3,0.2222222222222222,0.3333333333333333,3.1999999999999997,1.2999999999999998,0.45,0.1875,34,23,57,0.6,1.2,4.6,6.0
1,0.25,0.0,1.9,2.9000000000000004,0.21052631578947367,0.6363636363636364,30,26,56,1.4,0.6,7.2,2.8
4,0.75,1.0,2.4000000000000004,0.7,0.19047619047619047,0.125,37,13,50,2.8,1.4,4.6,4.4
4,0.2857142857142857,0.5,2.9000000000000004,1.8,0.5,0.4444444444444444,29,19,48,2.0,0.6,3.2,5.2
3,0.42857142857142855,0.0,2.6,0.6000000000000001,0.4117647058823529,0.25,29,8,37,1.0,1.4,5.0,3.8
4,0.2857142857142857,0.3333333333333333,2.8000000000000003,2.1999999999999997,0.35,0.46153846153846156,34,23,57,0.8,1.2,3.2,4.4
3,0.3333333333333333,0.4,1.4,2.4,0.75,0.20833333333333334,12,38,50,0.8,0.6,3.2,5.8
2,0.2,0.25,1.9,1.6,0.29411764705882354,0.2857142857142857,26,22,48,2.0,1.2,8.2,4.4
3,0.0,0.6,0.4,1.7,0.2,0.7142857142857143,7,14,21,1.0,1.8,7.0,6.2
1,0.0,0.5,1.6,0.8,0.1875,0.3333333333333333,26,10,36,2.0,1.6,4.4,5.6
4,0.6,0.3333333333333333,1.9,2.2,0.4166666666666667,0.16666666666666666,21,34,55,2.8,3.0,7.8,6.4
4,0.2727272727272727,0.5,3.8,0.8,0.5238095238095238,0.3333333333333333,37,10,47,1.6,0.8,5.0,2.6
3,0.4,0.25,2.1,1.5,0.29411764705882354,0.3076923076923077,28,20,48,1.4,1.6,3.4,3.8
3,0.5,0.14285714285714285,1.6,3.2,0.36363636363636365,0.3684210526315789,19,37,56,1.6,1.4,8.2,4.8
4,0.4,0.3333333333333333,2.1,2.5999999999999996,0.4166666666666667,0.2857142857142857,23,35,58,1.8,1.2,10.8,4.0
5,0.6,0.4,1.7,1.8,0.5555555555555556,0.3125,16,24,40,1.6,0.8,6.0,5.0
3,0.5,0.2857142857142857,1.1,3.0,0.2222222222222222,0.4117647058823529,16,33,49,1.4,1.4,5.4,6.0
1,0.25,0.0,2.0,1.0,0.36363636363636365,0.16666666666666666,23,14,37,1.4,1.0,6.4,5.8
2,0.0,0.2222222222222222,0.6000000000000001,3.4,0.0,0.47368421052631576,13,35,48,1.8,2.8,4.6,6.4
0,0.0,0.0,0.6000000000000001,1.5,0.0,0.25,13,21,34,1.4,1.4,5.0,4.8
4,0.5,0.25,1.7,2.8,0.26666666666666666,0.34782608695652173,24,35,59,1.0,1.4,3.4,5.4
3,0.16666666666666666,0.5,2.6999999999999997,2.0,0.375,0.3333333333333333,31,24,55,0.8,1.8,6.0,4.8
1,0.25,0.0,1.8,0.9,0.3076923076923077,0.16666666666666666,23,17,40,1.8,0.8,4.4,3.6
2,0.0,0.4,2.8000000000000003,2.2,0.3888888888888889,0.38461538461538464,32,25,57,1.4,0.0,8.0,4.0
2,0.16666666666666666,0.5,2.3,0.8,0.35294117647058826,0.2,28,14,42,1.2,1.0,4.4,6.2
3,0.2,0.16666666666666666,1.9,4.3999999999999995,0.45454545454545453,0.5714285714285714,20,41,61,1.4,0.8,6.4,7.0
3,0.5,0.5,2.0,0.8,0.26666666666666666,0.18181818181818182,27,15,42,3.4,3.6,10.4,5.8
3,0.5,0.5,1.5,1.1,0.25,0.2,23,17,40,1.0,0.8,6.4,5.8
1,0.0,0.2,1.6,1.8,0.4,0.38461538461538464,18,21,39,0.6,1.0,6.0,5.2
3,0.0,0.6,1.9,2.0,0.26666666666666666,0.45454545454545453,26,21,47,0.8,1.0,5.6,4.4
3,0.6666666666666666,0.5,1.5,1.4,0.3333333333333333,0.13333333333333333,18,25,43,3.0,1.6,5.8,5.8
5,0.5,0.5,1.5,2.5,0.36363636363636365,0.4,18,28,46,1.6,1.0,6.0,3.4
4,0.4,0.5,1.8,2.1,0.5,0.3333333333333333,18,25,43,0.6,1.8,4.6,3.0
6,0.375,0.6,3.0,1.8,0.6666666666666666,0.45454545454545453,26,19,45,1.0,0.8,7.8,7.2
2,0.25,0.0,3.5,2.1,0.47058823529411764,0.45454545454545453,36,22,58,1.4,1.0,3.6,2.0
1,0.3333333333333333,0.0,1.0999999999999999,0.7,0.42857142857142855,0.08333333333333333,12,17,29,1.8,1.2,5.0,3.6
3,0.375,0.0,3.0,0.30000000000000004,0.47058823529411764,0.0,31,11,42,1.8,0.6,6.4,3.8
2,0.2,0.5,2.6,1.2000000000000002,0.35714285714285715,0.3333333333333333,30,14,44,1.4,1.4,4.8,4.2
3,0.5,0.5,1.7,1.5,0.25,0.2,25,21,46,1.2,1.2,6.0,4.6
4,0.4,0.2857142857142857,2.2,2.6,0.5555555555555556,0.5,21,26,47,1.8,0.6,6.0,5.8
1,0.0,0.5,1.3,1.7000000000000002,0.25,0.125,17,29,46,1.6,0.8,4.4,6.8
1,0.25,0.0,1.6,1.6,0.5714285714285714,0.25,15,24,39,1.8,2.4,6.0,4.4
4,0.4,0.0,3.4,2.0,0.47619047619047616,0.3076923076923077,35,25,60,1.4,0.6,5.2,4.2
1,0.2,0.0,2.3,0.9,0.4166666666666667,0.14285714285714285,25,19,44,0.8,1.2,4.2,4.2
4,0.0,0.5,1.7,3.0,0.36363636363636365,0.5714285714285714,20,28,48,1.8,1.2,4.0,5.2
2,0.2,0.5,2.7,0.7,0.20833333333333334,0.2857142857142857,41,10,51,1.0,1.0,4.4,5.8
5,0.5714285714285714,1.0,2.5,0.7,0.4666666666666667,0.1111111111111111,26,14,40,2.8,1.4,5.6,4.6
3,0.14285714285714285,0.5,2.7,1.2,0.3888888888888889,0.4,31,14,45,0.6,1.2,5.8,5.0
4,0.6,1.0,2.1,0.9000000000000001,0.45454545454545453,0.16666666666666666,22,13,35,1.6,2.0,6.6,3.8
2,0.3333333333333333,0.2,1.4,1.8,0.3,0.45454545454545453,18,19,37,1.0,1.2,8.6,4.6
7,0.5833333333333334,0.0,4.5,0.6000000000000001,0.5714285714285714,0.25,42,8,50,1.0,1.0,6.8,3.4
7,0.625,0.4,2.8,1.9,0.6666666666666666,0.45454545454545453,24,20,44,1.0,1.4,5.0,3.4
2,0.0,1.0,1.7,1.2000000000000002,0.26666666666666666,0.2857142857142857,24,15,39,1.6,1.2,7.2,2.2
4,0.5,0.375,0.7,3.1,0.25,0.4444444444444444,11,33,44,1.4,1.4,4.0,6.8
1,0.0,0.25,2.6999999999999997,1.5,0.3157894736842105,0.8,34,12,46,1.6,1.0,6.4,4.6
2,0.25,0.5,2.0,1.5,0.3076923076923077,0.15384615384615385,25,24,49,1.8,1.2,4.4,5.8
4,0.4,0.0,3.4,0.4,0.625,0.14285714285714285,30,9,39,1.4,0.6,6.8,4.4
3,0.2857142857142857,0.2,2.5,2.0,0.4666666666666667,0.4166666666666667,26,22,48,2.6,0.4,6.4,2.6
4,0.6666666666666666,0.2222222222222222,0.9999999999999999,3.6999999999999997,0.5,0.375,10,43,53,1.0,2.2,4.6,8.8
1,0.0,0.25,1.5,1.3,0.0625,0.4,43,15,58,1.0,1.6,8.0,5.4
3,0.3333333333333333,0.3333333333333333,2.4,1.6,0.5454545454545454,0.5,23,16,39,0.8,0.8,3.2,4.2
3,0.25,0.4,1.8,1.7,0.25,0.8333333333333334,26,13,39,1.2,1.4,5.8,4.6
5,0.6,0.3333333333333333,1.9,2.5999999999999996,0.3333333333333333,0.3,24,34,58,1.6,1.0,6.2,5.8
4,0.14285714285714285,0.6,2.5,1.8,0.7777777777777778,0.23809523809523808,20,29,49,1.0,0.6,6.0,6.6
3,0.3333333333333333,0.3333333333333333,2.1999999999999997,1.2999999999999998,0.375,0.2727272727272727,26,18,44,2.8,1.0,7.0,7.2
4,0.3333333333333333,0.6666666666666666,2.6999999999999997,1.7999999999999998,0.375,0.3333333333333333,31,21,52,1.4,1.6,5.4,4.4
4,0.25,0.2857142857142857,3.1,3.3000000000000003,0.5333333333333333,0.4375,30,35,65,1.4,0.8,5.0,5.6
2,0.3333333333333333,0.25,1.6,1.4,0.23076923076923078,0.4444444444444444,23,15,38,1.6,1.2,3.8,4.4
1,0.0,0.25,1.0,2.1,0.2857142857142857,0.36363636363636365,13,24,37,3.0,1.2,6.0,5.2
5,0.5,0.5,0.9,3.0,0.5,0.47058823529411764,9,31,40,1.6,2.0,7.0,9.8
1,0.5,0.0,1.2000000000000002,1.7999999999999998,0.2857142857142857,0.5,15,18,33,0.8,1.2,5.2,6.4
3,0.2222222222222222,0.3333333333333333,3.5999999999999996,1.4,0.36,0.3333333333333333,43,17,60,1.2,2.0,7.6,5.8
2,0.3333333333333333,0.0,2.5,0.5,0.5,0.25,25,7,32,2.6,0.8,7.0,4.6
7,1.0,0.5,2.0,1.8,0.45454545454545453,0.3333333333333333,21,22,43,2.4,1.2,6.0,6.8
3,0.2857142857142857,0.2,2.5,1.8,0.5833333333333334,0.625,23,16,39,1.6,1.2,5.6,3.6
3,0.4,0.3333333333333333,2.1,0.9999999999999999,0.35714285714285715,0.3,25,14,39,1.0,0.4,4.0,5.0
2,0.2857142857142857,0.0,2.6,1.2999999999999998,0.5384615384615384,0.5,25,13,38,1.6,0.6,4.4,3.8
3,0.2,0.2222222222222222,2.4,3.5999999999999996,0.4166666666666667,0.45,26,38,64,1.8,0.6,9.8,3.4
2,0.0,0.5,2.5999999999999996,1.3,0.46153846153846156,0.6666666666666666,27,11,38,1.4,0.8,7.6,2.0
4,0.4,0.4,2.5,1.7,0.3125,0.5,31,17,48,2.0,1.4,6.2,5.8
1,0.3333333333333333,0.0,1.6,0.6000000000000001,0.2727272727272727,0.07692307692307693,21,17,38,1.8,0.4,5.2,3.8
3,0.0,0.3333333333333333,0.1,3.0,0.0,0.42857142857142855,4,33,37,1.4,1.6,5.6,5.6
5,1.5,1.0,1.4,1.1,0.18181818181818182,0.14285714285714285,21,21,42,1.8,1.2,4.8,2.8
4,0.42857142857142855,0.25,2.2,1.7,0.5384615384615384,0.26666666666666666,21,24,45,0.8,3.2,8.0,4.6
3,0.2,0.6666666666666666,2.3,1.0999999999999999,0.23809523809523808,0.25,34,17,51,2.0,1.0,6.2,4.4
2,0.0,0.5,1.6,1.7,0.3,0.2857142857142857,20,23,43,1.4,1.0,5.6,6.4
3,0.3333333333333333,0.25,2.5,1.6,0.2608695652173913,0.6666666666666666,36,14,50,1.8,1.2,5.0,3.4
3,0.4,1.0,2.3,0.6000000000000001,0.2777777777777778,0.09090909090909091,31,15,46,1.6,1.0,6.0,6.0
3,0.2,0.2857142857142857,3.1,2.4000000000000004,0.22727272727272727,0.6363636363636364,43,21,64,3.0,1.2,10.4,7.2
1,0.3333333333333333,0.0,1.2999999999999998,1.1,0.13043478260869565,0.4,30,12,42,0.8,1.4,4.8,5.4
2,0.3333333333333333,0.0,1.9999999999999998,1.0999999999999999,0.5454545454545454,0.375,19,13,32,1.8,0.4,4.2,5.8
5,0.5,0.6,2.0,2.0,0.2857142857142857,0.3125,26,26,52,1.4,0.8,5.2,4.2
3,0.6666666666666666,0.5,1.4,1.3,0.25,0.16666666666666666,20,21,41,1.0,1.8,6.4,4.6
5,0.7142857142857143,0.0,2.2,0.4,0.5384615384615384,0.14285714285714285,21,9,30,2.2,1.4,5.8,4.8
0,0.0,0.0,1.5,0.2,0.23076923076923078,0.0,22,5,27,0.6,1.2,5.4,3.2
5,0.5,0.5,1.4,2.9,0.13333333333333333,0.34782608695652173,25,36,61,1.4,2.8,5.8,7.0
4,0.5,0.4,1.5,1.9,0.3076923076923077,0.38461538461538464,20,22,42,1.8,1.4,4.2,6.4
3,0.3333333333333333,0.25,2.0999999999999996,2.4000000000000004,0.5,0.21052631578947367,21,35,56,1.2,1.2,3.6,4.6
3,0.25,0.6666666666666666,2.1,0.9999999999999999,0.2857142857142857,0.3333333333333333,27,13,40,1.4,1.0,6.2,4.0
6,0.5555555555555556,0.25,3.4,1.9,0.47368421052631576,0.36363636363636365,35,22,57,2.8,1.6,4.8,4.0
4,0.25,1.0,1.6,1.2,0.36363636363636365,0.3,19,16,35,1.6,1.0,5.0,7.2
3,0.2,0.6666666666666666,2.1,1.2999999999999998,0.5,0.21428571428571427,21,21,42,2.0,1.2,5.4,4.0
1,0.0,0.2,0.1,2.1,0.0,0.3333333333333333,7,26,33,1.4,1.4,3.8,3.8
2,1.0,0.0,1.1,1.1,0.16666666666666666,0.18181818181818182,19,18,37,2.0,1.6,6.0,4.2
2,0.3333333333333333,0.3333333333333333,1.9,0.9999999999999999,0.3333333333333333,0.3333333333333333,22,13,35,0.8,0.6,8.8,3.0
3,0.2857142857142857,1.0,2.7,0.8,0.3684210526315789,0.06666666666666667,32,21,53,2.4,1.4,6.2,4.0
3,0.375,0.0,3.1,0.7,0.5333333333333333,0.25,30,9,39,1.0,0.6,5.2,3.8
2,0.125,0.16666666666666666,3.1,2.3,0.38095238095238093,0.42857142857142855,36,25,61,2.0,1.2,6.2,5.2
2,0.0,1.0,1.5,0.6,0.125,0.3333333333333333,27,8,35,1.2,1.0,8.2,7.0
3,0.4,0.3333333333333333,2.1,1.7999999999999998,0.3125,0.3,27,22,49,2.4,1.4,7.8,4.0
2,0.5,0.3333333333333333,1.1,2.1,0.18181818181818182,0.25,18,27,45,1.4,1.2,5.6,7.0
2,0.3333333333333333,0.5,2.1,0.9,0.21428571428571427,0.25,29,13,42,0.6,1.4,6.4,4.4
2,0.2,0.5,1.9,0.9,0.35714285714285715,0.3333333333333333,23,11,34,0.8,1.0,5.0,5.8
4,1.0,0.4,1.0,2.4,0.4,0.3333333333333333,11,29,40,1.2,1.6,3.4,4.4
8,0.7142857142857143,0.5,2.4000000000000004,1.9999999999999998,0.5384615384615384,0.5,23,20,43,1.8,1.4,6.0,6.0
5,0.3333333333333333,1.0,2.5,1.0999999999999999,0.375,0.3333333333333333,29,14,43,0.8,1.2,7.8,5.2
1,0.14285714285714285,0.0,3.1,0.9,0.30434782608695654,0.18181818181818182,40,16,56,2.6,0.8,6.4,4.0
2,0.0,0.4,0.8,2.0,0.16666666666666666,0.625,12,18,30,2.0,1.2,6.0,4.2
1,0.25,0.0,1.6,0.30000000000000004,0.5714285714285714,0.0,15,12,27,1.4,1.0,6.2,2.0
1,0.0,0.5,2.4,1.0,0.2777777777777778,0.18181818181818182,32,17,49,1.4,0.6,8.2,7.2
1,0.0,0.5,1.2,0.9,0.09090909090909091,0.2857142857142857,21,12,33,1.2,1.4,6.4,4.0
6,0.375,1.0,3.8,1.2,0.32,0.3,47,16,63,2.2,1.2,5.6,3.8
2,0.2,0.3333333333333333,2.7,1.2999999999999998,0.2777777777777778,0.3,35,17,52,2.6,0.6,6.8,4.6
2,0.3333333333333333,0.0,2.4,0.9,0.375,0.25,28,13,41,2.8,0.8,5.0,4.2
4,0.0,0.6666666666666666,1.2999999999999998,2.1999999999999997,0.3333333333333333,0.46153846153846156,16,23,39,0.8,1.4,9.2,8.8
3,0.6666666666666666,0.3333333333333333,1.5,1.4,0.2727272727272727,0.3,20,18,38,1.8,0.6,6.4,3.6
2,0.6666666666666666,0.0,1.2,0.2,0.42857142857142855,0.0,13,10,23,1.4,1.8,6.8,6.0
1,0.0,0.25,1.1,2.0,0.18181818181818182,0.36363636363636365,18,23,41,1.2,0.6,4.4,3.8
0,0.0,0.0,0.1,0.4,0.0,0.0,12,7,19,1.6,1.2,4.8,5.0
4,0.42857142857142855,0.3333333333333333,2.7,1.5,0.7,0.375,23,17,40,0.6,0.6,7.4,2.6
2,0.5,0.25,0.9,1.4,0.2857142857142857,1.0,12,10,22,0.8,1.4,4.4,4.8
3,0.0,0.42857142857142855,0.6000000000000001,2.4000000000000004,0.16666666666666666,0.5,10,24,34,1.4,2.4,9.8,7.8
2,0.125,0.3333333333333333,3.0,1.4,0.3333333333333333,0.375,38,16,54,1.8,1.4,5.8,6.6
3,0.2,0.4,2.6,1.7,0.2777777777777778,0.5555555555555556,34,16,50,1.6,1.2,4.0,3.8
2,0.25,0.1,1.5,3.7,0.36363636363636365,0.6666666666666666,18,32,50,0.8,1.0,5.2,4.6
3,0.5,0.3333333333333333,1.6,1.0999999999999999,0.5714285714285714,0.25,15,17,32,0.8,1.0,5.2,4.0
4,0.16666666666666666,0.375,2.5,2.9,0.3157894736842105,0.47058823529411764,32,30,62,1.6,1.2,7.0,5.8
1,0.0,1.0,0.4,0.8,0.0,0.5,7,8,15,0.8,1.2,4.4,3.8
1,0.0,0.5,1.0,0.9,0.2222222222222222,0.2857142857142857,15,12,27,2.0,1.0,4.2,3.6
0,0.0,0.0,0.4,1.2,0.3333333333333333,0.1875,5,22,27,1.8,0.2,5.8,5.6
0,0.0,0.0,0.5,1.0,0.0,0.3333333333333333,14,12,26,1.4,1.2,5.8,7.6
3,0.6666666666666666,0.14285714285714285,1.2999999999999998,2.8000000000000003,0.42857142857142855,0.4666666666666667,14,29,43,1.8,1.2,6.2,7.2
3,0.4,0.2,2.0,2.4,0.38461538461538464,0.3333333333333333,23,29,52,0.8,1.6,6.0,5.6
3,0.5,0.0,2.6999999999999997,1.2000000000000002,0.42857142857142855,0.16666666666666666,29,20,49,2.0,1.4,4.8,4.0
1,0.0,0.25,0.7,2.0,0.07142857142857142,0.2,19,32,51,1.8,1.4,6.6,4.8
4,0.25,0.5,4.199999999999999,0.7,0.5217391304347826,0.4,41,8,49,1.6,3.6,12.6,6.2
3,1.0,0.3333333333333333,1.1,2.0999999999999996,0.0625,0.46153846153846156,25,22,47,2.0,1.4,7.0,3.4
1,0.3333333333333333,0.0,1.2999999999999998,1.7,0.375,0.25,15,25,40,1.6,1.2,3.2,3.0
3,0.14285714285714285,0.5,2.4000000000000004,2.3,0.5384615384615384,0.2857142857142857,23,29,52,1.0,1.6,7.4,5.8
4,0.2222222222222222,0.5,3.5999999999999996,2.0,0.42857142857142855,0.36363636363636365,39,23,62,1.4,1.0,3.8,5.2
3,0.42857142857142855,0.0,2.7,2.4,0.5,0.375,27,28,55,1.6,0.0,6.4,4.0
2,0.25,0.3333333333333333,1.8,1.6,0.3333333333333333,0.2,22,25,47,3.0,2.0,5.0,5.0
1,0.16666666666666666,0.0,2.5999999999999996,0.4,0.4,0.3333333333333333,29,5,34,1.2,1.2,6.8,4.2
2,0.0,0.6666666666666666,0.6000000000000001,1.4,0.2,0.23076923076923078,9,21,30,2.4,2.4,5.2,4.6
2,0.6666666666666666,0.0,1.2,2.9,0.2727272727272727,0.47058823529411764,17,30,47,0.2,1.6,5.2,6.4
0,0.0,0.0,1.9,1.7,0.4,0.3333333333333333,21,21,42,1.8,1.2,4.4,6.2
1,0.5,0.0,1.1,2.5999999999999996,0.18181818181818182,0.375,18,30,48,1.4,0.8,7.0,4.4
2,0.125,0.5,3.0,0.8,0.36363636363636365,0.2857142857142857,36,11,47,2.6,1.6,6.2,4.2
2,0.3333333333333333,0.3333333333333333,1.2,1.0999999999999999,0.2727272727272727,0.23076923076923078,17,18,35,1.4,1.4,4.8,4.8
2,0.25,0.5,2.0,0.9,0.3333333333333333,0.11764705882352941,24,22,46,0.4,1.0,4.0,7.0
4,0.75,0.25,1.9,1.4,0.21052631578947367,0.25,30,22,52,2.2,1.4,6.8,5.4
2,0.2,0.3333333333333333,2.0,1.7,0.38461538461538464,0.42857142857142855,23,18,41,1.6,1.2,5.2,3.8
5,0.5,0.5,2.4,2.2,0.42857142857142855,0.3333333333333333,26,26,52,1.0,1.2,2.8,3.0
2,0.0,0.6666666666666666,1.7,0.9999999999999999,0.3,0.6,21,9,30,1.0,1.6,9.0,5.6
3,0.5,0.5,1.9,1.2000000000000002,0.3076923076923077,0.2,24,18,42,0.6,0.4,4.8,4.2
1,0.2,0.0,2.5,0.2,0.23809523809523808,0.0,36,8,44,1.2,1.0,5.8,4.2
2,0.0,0.5,0.9000000000000001,1.4,0.1,0.4,17,16,33,2.2,1.8,5.8,6.0
2,0.25,0.5,2.4000000000000004,1.0,0.23529411764705882,0.16666666666666666,33,18,51,2.6,0.2,6.6,5.0
4,0.0,0.6666666666666666,0.2,2.5999999999999996,0.0,0.4,5,29,34,1.8,1.8,7.4,5.4
6,1.0,0.25,1.5,4.3999999999999995,0.3,0.631578947368421,19,39,58,1.2,0.8,5.8,3.4
5,0.4,0.5,3.5,0.6,0.45454545454545453,0.2857142857142857,37,9,46,1.8,1.0,5.4,2.6
1,0.3333333333333333,0.0,1.4,1.2999999999999998,0.21428571428571427,0.375,22,15,37,1.2,1.2,4.8,4.0
1,0.25,0.0,1.9,1.8,0.3076923076923077,0.25,24,26,50,2.0,1.4,5.8,4.8
2,0.25,0.5,2.1,0.7,0.25,0.4,29,8,37,1.8,0.8,6.2,3.6
5,0.375,0.6666666666666666,3.2,1.0999999999999999,0.47058823529411764,0.75,33,9,42,1.2,2.0,4.2,8.8
3,0.4,0.2,2.4,1.7,0.45454545454545453,0.45454545454545453,25,18,43,2.0,1.2,4.6,5.6
